id,N,rankdist
060467,6,53911
060468,6,55153
060469,6,15951
060470,6,59359
060471,6,99995
060472,6,15993
060473,6,95153
060474,6,55135
060475,6,95931
060476,6,59515
060477,6,39911
060478,6,55993
060479,6,51915
060480,6,93399
060481,6,55351
060482,6,15359
060483,6,55399
060484,6,53591
060485,6,91535
060486,6,15553
060487,6,51959
060488,6,95333
060489,6,55153
060490,6,53553
060491,6,11115
060492,6,55115
060493,6,15553
060494,6,59351
060495,6,31559
060496,6,19151
060497,6,91155
060498,6,95351
060499,6,19339
060500,6,95555
060501,6,93953
060502,6,91393
060503,6,11133
060504,6,39513
060505,6,35551
060506,6,35519
060507,6,55193
060508,6,35513
060509,6,11115
060510,6,95595
060511,6,93355
060512,6,15593
060513,6,99159
060514,6,13511
060515,6,13555
060516,6,51335
060517,6,35511
060518,6,15993
060519,6,33955
060520,6,53151
060521,6,11593
060522,6,31519
060523,6,35555
060524,6,55355
060525,6,15553
060526,6,59191
060527,6,95533
060528,6,93915
060529,6,59391
060530,6,99553
060531,6,15535
060532,6,55351
060533,6,15951
060534,6,55199
060535,6,15511
060536,6,33155
060537,6,33315
060538,6,93313
060539,6,51311
060540,6,95551
060541,6,35591
060542,6,95535
060543,6,59595
060544,6,53315
060545,6,39533
060546,6,93533
060547,6,99591
060548,6,53513
060549,6,35115
060550,6,91535
060551,6,11111
060552,6,15155
060553,6,93555
060554,6,35511
060555,6,35111
060556,6,59915
060557,6,55333
060558,6,53559
060559,6,55531
060560,6,95955
060561,6,35991
060562,6,53993
060563,6,53913
060564,6,99155
060565,6,55199
060566,6,59511
060567,6,91559
060568,6,95139
060569,6,35311
060570,6,95953
060571,6,19191
060572,6,53191
060573,6,35355
060574,6,33333
060575,6,55113
060576,6,35393
060577,6,11995
060578,6,51519
060579,6,35553
060580,6,33551
060581,6,31335
060582,6,59195
060583,6,19995
060584,6,15391
060585,6,59555
060586,6,19155
060587,6,55595
060588,6,55139
060589,6,95113
060590,6,11995
060591,6,55355
060592,6,51535
060593,6,53913
060594,6,55355
060595,6,95513
060596,6,55359
060597,6,59599
060598,6,91351
060599,6,35393
060600,6,33135
060601,6,93539
060602,6,15559
060603,6,35959
060604,6,19115
060605,6,51151
060606,6,35355
060607,6,35599
060608,6,13553
060609,6,99955
060610,6,53535
060611,6,33935
060612,6,31139
060613,6,53553
060614,6,35555
060615,6,55955
060616,6,33155
060617,6,55339
060618,6,99955
060619,6,39515
060620,6,19515
060621,6,93535
060622,6,33155
060623,6,11155
060624,6,11955
060625,6,59913
060626,6,55515
060627,6,93595
060628,6,19353
060629,6,55955
060630,6,31393
060631,6,95355
060632,6,95535
060633,6,55195
060634,6,53513
060635,6,55995
060636,6,55315
060637,6,55355
060638,6,99935
060639,6,31555
060640,6,33591
060641,6,33915
060642,6,59315
060643,6,19515
060644,6,91919
060645,6,13335
060646,6,31331
060647,6,19955
060648,6,19111
060649,6,39539
060650,6,39135
060651,6,99553
060652,6,53151
060653,6,39515
060654,6,51935
060655,6,95955
060656,6,11539
060657,6,93391
060658,6,99511
060659,6,39355
060660,6,59555
060661,6,99559
060662,6,39351
060663,6,55591
060664,6,59553
060665,6,33951
060666,6,55953
060667,6,95911
060668,6,55555
060669,6,33915
060670,6,55999
060671,6,91995
060672,6,35151
060673,6,55515
060674,6,35915
060675,6,51399
060676,6,51519
060677,6,53115
060678,6,53335
060679,6,31551
060680,6,55155
060681,6,39911
060682,6,51155
060683,6,55555
060684,6,35591
060685,6,93559
060686,6,31315
060687,6,33119
060688,6,55533
060689,6,11551
060690,6,93399
060691,6,55153
060692,6,95533
060693,6,95119
060694,6,55951
060695,6,99551
060696,6,53395
060697,6,35331
060698,6,15359
060699,6,53355
060700,6,35511
060701,6,93599
060702,6,99555
060703,6,55395
060704,6,95159
060705,6,35955
060706,6,11333
060707,6,39953
060708,6,55339
060709,6,13911
060710,6,95113
060711,6,13595
060712,6,99515
060713,6,33555
060714,6,95159
060715,6,53359
060716,6,59351
060717,6,31555
060718,6,11135
060719,6,51939
060720,6,15913
060721,6,53335
060722,6,53195
060723,6,55555
060724,6,51933
060725,6,55935
060726,6,35115
060727,6,51355
060728,6,59913
060729,6,35353
060730,6,53155
060731,6,55995
060732,6,55959
060733,6,53919
060734,6,53333
060735,6,55113
060736,6,13351
060737,6,59551
060738,6,95915
060739,6,11953
060740,6,15559
060741,6,95113
060742,6,35111
060743,6,11519
060744,6,95153
060745,6,99313
060746,6,53955
060747,6,59933
060748,6,91199
060749,6,53515
060750,6,55555
060751,6,15515
060752,6,31519
060753,6,95955
060754,6,55553
060755,6,53533
060756,6,51959
060757,6,51115
060758,6,51555
060759,6,31955
060760,6,19355
060761,6,95351
060762,6,55531
060763,6,51533
060764,6,53539
060765,6,91915
060766,6,19115
060767,6,19551
060768,6,31953
060769,6,55115
060770,6,19195
060771,6,55113
060772,6,59351
060773,6,55313
060774,6,35553
060775,6,99553
060776,6,91339
060777,6,51951
060778,6,51515
060779,6,91195
060780,6,55319
060781,6,33395
060782,6,59531
060783,6,13551
060784,6,33359
060785,6,91595
060786,6,55533
060787,6,11599
060788,6,55555
060789,6,35333
060790,6,35399
060791,6,55353
060792,6,33531
060793,6,95559
060794,6,11555
060795,6,35555
060796,6,93555
060797,6,91155
060798,6,91559
060799,6,11355
060800,6,13993
060801,6,91191
060802,6,53955
060803,6,55919
060804,6,33133
060805,6,91533
060806,6,59955
060807,6,99351
060808,6,15955
060809,6,15919
060810,6,35955
060811,6,59353
060812,6,53191
060813,6,59959
060814,6,91995
060815,6,55951
060816,6,53151
060817,6,59335
060818,6,99911
060819,6,33935
060820,6,55199
060821,6,99535
060822,6,93995
060823,6,35319
060824,6,55991
060825,6,51551
060826,6,59991
060827,6,51533
060828,6,55513
060829,6,15313
060830,6,15139
060831,6,95599
060832,6,55535
060833,6,53519
060834,6,39915
060835,6,35595
060836,6,19393
060837,6,59951
060838,6,13159
060839,6,11395
060840,6,55535
060841,6,91333
060842,6,51199
060843,6,53599
060844,6,95599
060845,6,31313
060846,6,35535
060847,6,13555
060848,6,51531
060849,6,35151
060850,6,35193
060851,6,31515
060852,6,55531
060853,6,35513
060854,6,99559
060855,6,53951
060856,6,53119
060857,6,91951
060858,6,55115
060859,6,35555
060860,6,15153
060861,6,95995
060862,6,53559
060863,6,95553
060864,6,35953
060865,6,51153
060866,6,55519
060867,6,55915
060868,6,51995
060869,6,15353
060870,6,39933
060871,6,51953
060872,6,91515
060873,6,55393
060874,6,55399
060875,6,59199
060876,6,53151
060877,6,51535
060878,6,55911
060879,6,55595
060880,6,91393
060881,6,15935
060882,6,39313
060883,6,55551
060884,6,95915
060885,6,51559
060886,6,51359
060887,6,55531
060888,6,55931
060889,6,51395
060890,6,53535
060891,6,53599
060892,6,33955
060893,6,91515
060894,6,51155
060895,6,55991
060896,6,91915
060897,6,95535
060898,6,91911
060899,6,91193
060900,6,59539
060901,6,53539
060902,6,31533
060903,6,51951
060904,6,35359
060905,6,55553
060906,6,51131
060907,6,53515
060908,6,91155
060909,6,95535
060910,6,31955
060911,6,15159
060912,6,51935
060913,6,53133
060914,6,13595
060915,6,33115
060916,6,19555
060917,6,35533
060918,6,31551
060919,6,51311
060920,6,95595
060921,6,55939
060922,6,95595
060923,6,51955
060924,6,59395
060925,6,31513
060926,6,55553
060927,6,59513
060928,6,99555
060929,6,95395
060930,6,11351
060931,6,35515
060932,6,53355
060933,6,55155
060934,6,35551
060935,6,33531
060936,6,55593
060937,6,91515
060938,6,99399
060939,6,53551
060940,6,15151
060941,6,35955
060942,6,35113
060943,6,11333
060944,6,55911
060945,6,59955
060946,6,39939
060947,6,13995
060948,6,93151
060949,6,59595
060950,6,55553
060951,6,31555
060952,6,35119
060953,6,55595
060954,6,59359
060955,6,35315
060956,6,95135
060957,6,13591
060958,6,55551
060959,6,59955
060960,6,35331
060961,6,11559
060962,6,15111
060963,6,39535
060964,6,55359
060965,6,99395
060966,6,33135
060967,6,15313
060968,6,51111
060969,6,99195
060970,6,31355
060971,6,51391
060972,6,95555
060973,6,95515
060974,6,99395
060975,6,55553
060976,6,51593
060977,6,59355
060978,6,35335
060979,6,95555
060980,6,95355
060981,6,59135
060982,6,13535
060983,6,19553
060984,6,15551
060985,6,95999
060986,6,53539
060987,6,13593
060988,6,55199
060989,6,95315
060990,6,55555
060991,6,39555
060992,6,13935
060993,6,55151
060994,6,55555
060995,6,51519
060996,6,51511
060997,6,51591
060998,6,95559
060999,6,59955
061000,6,95359
070001,7,195515
070002,7,153515
070003,7,355199
070004,7,351159
070005,7,953913
070006,7,151119
070007,7,359551
070008,7,551119
070009,7,535535
070010,7,511933
070011,7,111513
070012,7,955533
070013,7,599595
070014,7,539339
070015,7,915555
070016,7,555951
070017,7,539993
070018,7,915935
070019,7,195555
070020,7,953395
070021,7,551195
070022,7,939555
070023,7,315959
070024,7,391555
070025,7,195153
070026,7,531159
070027,7,333999
070028,7,593553
070029,7,515553
070030,7,935515
070031,7,333939
070032,7,139535
070033,7,955995
070034,7,351195
070035,7,391511
070036,7,955359
070037,7,539153
070038,7,351951
070039,7,311155
070040,7,111153
070041,7,559193
070042,7,555933
070043,7,513551
070044,7,959355
070045,7,559139
070046,7,395553
070047,7,393559
070048,7,511535
070049,7,593919
070050,7,191193
070051,7,955513
070052,7,555151
070053,7,559151
070054,7,551953
070055,7,335311
070056,7,355959
070057,7,115555
070058,7,559115
070059,7,991515
070060,7,539559
070061,7,555335
070062,7,153915
070063,7,139331
070064,7,933519
070065,7,955113
070066,7,355151
070067,7,913191
070068,7,535931
070069,7,553995
070070,7,555931
070071,7,551359
070072,7,355955
070073,7,953593
070074,7,359115
070075,7,595551
070076,7,599139
070077,7,939555
070078,7,511315
070079,7,535351
070080,7,959355
070081,7,393351
070082,7,593333
070083,7,355955
070084,7,955953
070085,7,335155
070086,7,519351
070087,7,539535
070088,7,915993
070089,7,513511
070090,7,953955
070091,7,999555
070092,7,553519
070093,7,591953
070094,7,135951
070095,7,155339
070096,7,359559
070097,7,935555
070098,7,555159
070099,7,535515
070100,7,919913
070101,7,399559
070102,7,359133
070103,7,555995
070104,7,191115
070105,7,395559
070106,7,113199
070107,7,913355
070108,7,555393
070109,7,593955
070110,7,535955
070111,7,153313
070112,7,199535
070113,7,135155
070114,7,595111
070115,7,111335
070116,7,515955
070117,7,155993
070118,7,953355
070119,7,535353
070120,7,311151
070121,7,539993
070122,7,595135
070123,7,993555
070124,7,135935
070125,7,535911
070126,7,555111
070127,7,939933
070128,7,555351
070129,7,559135
070130,7,535111
070131,7,355913
070132,7,951355
070133,7,555555
070134,7,959319
070135,7,951555
070136,7,359995
070137,7,351591
070138,7,153955
070139,7,359335
070140,7,333139
070141,7,915595
070142,7,553595
070143,7,335535
070144,7,559551
070145,7,935993
070146,7,553519
070147,7,553995
070148,7,319115
070149,7,393553
070150,7,515933
070151,7,559555
070152,7,119135
070153,7,591595
070154,7,555155
070155,7,555315
070156,7,153355
070157,7,993395
070158,7,533555
070159,7,359931
070160,7,551359
070161,7,995919
070162,7,993553
070163,7,135591
070164,7,933195
070165,7,335553
070166,7,511515
070167,7,335135
070168,7,539991
070169,7,551553
070170,7,133519
070171,7,559535
070172,7,159531
070173,7,111535
070174,7,553595
070175,7,515595
070176,7,593951
070177,7,353593
070178,7,559555
070179,7,959519
070180,7,959559
070181,7,993335
070182,7,111333
070183,7,555559
070184,7,139933
070185,7,555555
070186,7,515559
070187,7,593155
070188,7,595595
070189,7,555535
070190,7,991115
070191,7,951551
070192,7,553999
070193,7,591131
070194,7,995595
070195,7,959339
070196,7,153913
070197,7,593551
070198,7,539999
070199,7,151559
070200,7,391319
070201,7,355359
070202,7,533191
070203,7,119395
070204,7,933951
070205,7,991315
070206,7,355315
070207,7,995959
070208,7,595515
070209,7,535559
070210,7,335993
070211,7,593151
070212,7,159995
070213,7,555113
070214,7,591159
070215,7,335395
070216,7,151391
070217,7,555555
070218,7,955559
070219,7,135595
070220,7,955533
070221,7,953991
070222,7,133395
070223,7,519999
070224,7,595533
070225,7,531993
070226,7,533351
070227,7,351595
070228,7,911155
070229,7,393151
070230,7,955591
070231,7,995591
070232,7,193513
070233,7,139333
070234,7,919199
070235,7,935951
070236,7,555515
070237,7,595135
070238,7,359919
070239,7,953195
070240,7,393395
070241,7,359955
070242,7,359155
070243,7,115553
070244,7,535111
070245,7,355313
070246,7,351955
070247,7,515131
070248,7,335539
070249,7,915951
070250,7,555993
070251,7,535193
070252,7,331319
070253,7,119959
070254,7,133919
070255,7,515555
070256,7,955135
070257,7,555519
070258,7,111539
070259,7,515511
070260,7,555555
070261,7,115991
070262,7,111513
070263,7,113515
070264,7,919331
070265,7,993933
070266,7,555951
070267,7,133995
070268,7,395395
070269,7,319939
070270,7,313553
070271,7,515159
070272,7,951599
070273,7,933155
070274,7,335335
070275,7,351511
070276,7,533135
070277,7,331113
070278,7,913953
070279,7,191393
070280,7,191155
070281,7,355913
070282,7,533939
070283,7,351513
070284,7,535199
070285,7,915353
070286,7,519335
070287,7,333959
070288,7,593355
070289,7,913539
070290,7,355551
070291,7,555999
070292,7,533151
070293,7,393515
070294,7,951955
070295,7,535133
070296,7,513939
070297,7,155355
070298,7,513139
070299,7,959913
070300,7,115195
070301,7,599915
070302,7,355395
070303,7,551533
070304,7,113399
070305,7,953591
070306,7,115155
070307,7,311555
070308,7,159319
070309,7,939951
070310,7,553593
070311,7,315955
070312,7,395995
070313,7,911999
070314,7,915955
070315,7,551135
070316,7,391399
070317,7,551155
070318,7,953511
070319,7,515319
070320,7,553553
070321,7,995111
070322,7,935515
070323,7,595591
070324,7,553115
070325,7,153315
070326,7,333315
070327,7,591119
070328,7,595531
070329,7,995919
070330,7,533919
070331,7,533159
070332,7,515591
070333,7,159115
070334,7,511959
070335,7,551959
070336,7,335535
070337,7,995315
070338,7,551533
070339,7,199393
070340,7,595151
070341,7,135553
070342,7,353551
070343,7,995999
070344,7,553355
070345,7,939355
070346,7,515553
070347,7,991315
070348,7,931555
070349,7,155353
070350,7,933593
070351,7,135555
070352,7,315555
070353,7,115551
070354,7,953151
070355,7,331533
070356,7,151395
070357,7,593195
070358,7,333139
070359,7,533335
070360,7,591133
070361,7,351915
070362,7,391593
070363,7,115553
070364,7,553595
070365,7,953335
070366,7,559953
070367,7,355599
070368,7,935355
070369,7,915195
070370,7,555355
070371,7,915395
070372,7,151335
070373,7,955595
070374,7,535351
070375,7,539153
070376,7,315991
070377,7,953919
070378,7,555351
070379,7,515139
070380,7,555353
070381,7,931599
070382,7,555555
070383,7,193551
070384,7,915551
070385,7,531555
070386,7,331515
070387,7,553939
070388,7,351931
070389,7,513991
070390,7,193191
070391,7,535313
070392,7,551533
070393,7,533153
070394,7,955915
070395,7,155151
070396,7,955919
070397,7,539351
070398,7,555355
070399,7,351333
070400,7,359115
070401,7,595955
070402,7,131355
070403,7,195535
070404,7,151995
070405,7,159553
070406,7,595119
070407,7,355359
070408,7,359559
070409,7,935511
070410,7,559595
070411,7,553591
070412,7,953135
070413,7,535595
070414,7,351555
070415,7,333559
070416,7,315519
070417,7,155933
070418,7,559591
070419,7,359559
070420,7,155599
070421,7,959531
070422,7,951513
070423,7,535319
070424,7,535515
070425,7,555931
070426,7,555519
070427,7,539115
070428,7,559933
070429,7,535933
070430,7,599115
070431,7,935111
070432,7,333539
070433,7,195935
070434,7,551195
070435,7,535593
070436,7,531113
070437,7,519331
070438,7,553153
070439,7,555599
070440,7,313553
070441,7,515515
070442,7,539191
070443,7,555135
070444,7,599519
070445,7,551559
070446,7,993315
070447,7,315555
070448,7,535511
070449,7,513555
070450,7,955391
070451,7,951519
070452,7,155935
070453,7,519311
070454,7,391531
070455,7,533119
070456,7,555335
070457,7,555319
070458,7,335551
070459,7,155535
070460,7,355933
070461,7,355551
070462,7,595315
070463,7,515559
070464,7,555999
070465,7,115515
070466,7,935551
070467,7,591595
070468,7,555999
070469,7,553519
070470,7,155159
070471,7,195559
070472,7,515919
070473,7,539159
070474,7,931515
070475,7,311533
070476,7,535195
070477,7,559319
070478,7,353131
070479,7,953331
070480,7,559311
070481,7,515595
070482,7,995539
070483,7,319959
070484,7,539511
070485,7,551955
070486,7,353999
070487,7,551951
070488,7,393135
070489,7,555339
070490,7,599555
070491,7,319551
070492,7,535531
070493,7,513391
070494,7,353513
070495,7,393351
070496,7,553951
070497,7,553931
070498,7,511355
070499,7,331955
070500,7,935319
070501,7,553511
070502,7,595115
070503,7,519595
070504,7,553153
070505,7,555113
070506,7,153595
070507,7,533135
070508,7,599155
070509,7,991555
070510,7,139559
070511,7,515151
070512,7,993951
070513,7,555513
070514,7,339991
070515,7,555155
070516,7,953355
070517,7,113335
070518,7,531133
070519,7,931599
070520,7,539151
070521,7,515511
070522,7,553953
070523,7,351599
070524,7,515319
070525,7,155915
070526,7,599153
070527,7,531319
070528,7,353135
070529,7,511353
070530,7,315193
070531,7,511353
070532,7,955155
070533,7,539193
070534,7,551511
070535,7,535351
070536,7,531511
070537,7,115355
070538,7,515119
070539,7,555555
070540,7,599313
070541,7,515335
070542,7,555515
070543,7,593955
070544,7,119955
070545,7,515155
070546,7,131531
070547,7,139551
070548,7,395199
070549,7,513539
070550,7,199115
070551,7,511599
070552,7,511555
070553,7,539355
070554,7,355513
070555,7,555551
070556,7,395159
070557,7,931553
070558,7,939355
070559,7,535955
070560,7,535533
070561,7,913515
070562,7,595933
070563,7,113331
070564,7,391915
070565,7,395931
070566,7,531155
070567,7,115559
070568,7,595355
070569,7,911535
070570,7,333953
070571,7,555551
070572,7,195953
070573,7,319393
070574,7,333331
070575,7,935533
070576,7,599553
070577,7,595555
070578,7,555131
070579,7,559391
070580,7,191555
070581,7,999551
070582,7,559319
070583,7,555311
070584,7,551995
070585,7,599553
070586,7,555511
070587,7,959333
070588,7,555151
070589,7,353599
070590,7,995513
070591,7,553555
070592,7,153519
070593,7,315931
070594,7,539599
070595,7,999315
070596,7,559195
070597,7,333535
070598,7,555551
070599,7,111555
070600,7,555311
070601,7,515199
070602,7,155139
070603,7,351591
070604,7,991191
070605,7,395391
070606,7,595991
070607,7,193335
070608,7,115155
070609,7,935555
070610,7,555155
070611,7,935559
070612,7,599399
070613,7,333991
070614,7,153555
070615,7,399539
070616,7,555999
070617,7,533339
070618,7,955913
070619,7,313539
070620,7,155155
070621,7,939555
070622,7,531531
070623,7,595935
070624,7,151931
070625,7,339555
070626,7,313559
070627,7,591135
070628,7,551531
070629,7,539195
070630,7,553955
070631,7,535995
070632,7,595311
070633,7,195955
070634,7,131919
070635,7,911953
070636,7,353555
070637,7,939339
070638,7,315533
070639,7,313591
070640,7,553335
070641,7,191555
070642,7,311553
070643,7,395155
070644,7,355355
070645,7,393153
070646,7,559551
070647,7,551195
070648,7,333595
070649,7,331555
070650,7,151133
070651,7,535951
070652,7,999335
070653,7,515559
070654,7,515153
070655,7,993359
070656,7,955355
070657,7,551915
070658,7,955555
070659,7,111595
070660,7,353315
070661,7,951195
070662,7,595159
070663,7,553511
070664,7,955911
070665,7,533355
070666,7,955913
070667,7,599599
070668,7,531155
070669,7,513591
070670,7,533111
070671,7,551559
070672,7,935951
070673,7,395519
070674,7,535535
070675,7,911995
070676,7,519955
070677,7,599551
070678,7,919355
070679,7,519955
070680,7,359155
070681,7,535519
070682,7,555555
070683,7,515959
070684,7,555115
070685,7,519551
070686,7,951195
070687,7,535135
070688,7,993111
070689,7,993595
070690,7,335315
070691,7,595535
070692,7,515555
070693,7,335515
070694,7,995555
070695,7,359519
070696,7,595595
070697,7,159553
070698,7,533593
070699,7,555933
070700,7,151355
070701,7,555351
070702,7,559335
070703,7,155599
070704,7,333555
070705,7,115115
070706,7,591395
070707,7,555319
070708,7,591551
070709,7,955135
070710,7,935555
070711,7,531119
070712,7,159555
070713,7,391953
070714,7,531591
070715,7,515513
070716,7,539539
070717,7,953911
070718,7,311131
070719,7,555159
070720,7,115351
070721,7,513951
070722,7,353313
070723,7,955151
070724,7,535355
070725,7,915153
070726,7,999533
070727,7,155355
070728,7,395933
070729,7,151539
070730,7,391131
070731,7,553559
070732,7,319135
070733,7,395555
070734,7,151559
070735,7,353553
070736,7,311919
070737,7,553135
070738,7,353553
070739,7,551335
070740,7,311533
070741,7,131199
070742,7,593919
070743,7,519559
070744,7,931153
070745,7,591599
070746,7,533335
070747,7,335315
070748,7,119115
070749,7,353515
070750,7,313533
070751,7,599131
070752,7,539919
070753,7,553535
070754,7,553559
070755,7,515999
070756,7,395559
070757,7,515151
070758,7,535133
070759,7,313195
070760,7,395553
070761,7,955333
070762,7,353195
070763,7,955553
070764,7,553915
070765,7,551151
070766,7,591115
070767,7,555393
070768,7,993599
070769,7,553591
070770,7,311535
070771,7,911999
070772,7,555355
070773,7,535535
070774,7,515519
070775,7,195131
070776,7,555395
070777,7,555191
070778,7,535135
070779,7,355591
070780,7,113151
070781,7,399559
070782,7,519313
070783,7,395319
070784,7,953559
070785,7,951999
070786,7,599159
070787,7,155115
070788,7,153955
070789,7,139953
070790,7,395355
070791,7,931519
070792,7,953513
070793,7,331139
070794,7,511555
070795,7,555155
070796,7,153935
070797,7,135535
070798,7,359115
070799,7,111595
070800,7,915355
070801,7,993531
070802,7,139919
070803,7,355555
070804,7,559955
070805,7,315395
070806,7,335959
070807,7,513915
070808,7,155555
070809,7,955953
070810,7,355593
070811,7,533333
070812,7,553195
070813,7,915953
070814,7,359515
070815,7,955511
070816,7,351155
070817,7,535533
070818,7,351159
070819,7,513519
070820,7,313519
070821,7,991313
070822,7,931191
070823,7,531535
070824,7,555513
070825,7,315555
070826,7,551339
070827,7,959513
070828,7,535915
070829,7,331335
070830,7,591999
070831,7,915559
070832,7,933559
070833,7,551359
070834,7,555915
070835,7,995599
070836,7,595153
070837,7,551115
070838,7,595159
070839,7,131155
070840,7,559511
070841,7,559113
070842,7,535991
070843,7,555555
070844,7,555315
070845,7,933195
070846,7,515151
070847,7,195531
070848,7,951559
070849,7,539511
070850,7,911539
070851,7,159555
070852,7,955353
070853,7,511353
070854,7,993335
070855,7,953591
070856,7,533155
070857,7,551553
070858,7,355959
070859,7,555193
070860,7,915199
070861,7,591315
070862,7,559555
070863,7,555935
070864,7,315995
070865,7,359355
070866,7,953515
070867,7,355559
070868,7,331153
070869,7,195555
070870,7,315151
070871,7,515519
070872,7,113555
070873,7,959151
070874,7,351995
070875,7,519955
070876,7,511535
070877,7,513551
070878,7,135395
070879,7,319513
070880,7,399555
070881,7,531535
070882,7,553155
070883,7,519115
070884,7,535351
070885,7,333551
070886,7,513599
070887,7,551113
070888,7,993335
070889,7,511519
070890,7,139931
070891,7,315131
070892,7,119515
070893,7,515559
070894,7,159555
070895,7,133991
070896,7,599559
070897,7,315555
070898,7,591513
070899,7,959351
070900,7,553515
070901,7,515131
070902,7,955551
070903,7,555535
070904,7,515355
070905,7,519599
070906,7,513535
070907,7,195511
070908,7,955559
070909,7,995515
070910,7,551515
070911,7,333999
070912,7,591511
070913,7,155153
070914,7,333195
070915,7,319555
070916,7,595511
070917,7,591155
070918,7,935553
070919,7,593159
070920,7,533551
070921,7,133595
070922,7,995113
070923,7,519955
070924,7,599955
070925,7,953315
070926,7,995993
070927,7,319553
070928,7,591139
070929,7,559513
070930,7,915199
070931,7,599555
070932,7,555551
070933,7,559553
070934,7,555155
070935,7,959193
070936,7,333333
070937,7,115513
070938,7,555513
070939,7,539999
070940,7,935915
070941,7,553551
070942,7,595513
070943,7,195535
070944,7,559135
070945,7,935551
070946,7,191399
070947,7,595513
070948,7,159955
070949,7,155593
070950,7,993593
070951,7,395135
070952,7,193395
070953,7,153955
070954,7,935995
070955,7,953551
070956,7,335551
070957,7,391535
070958,7,953551
070959,7,551593
070960,7,951915
070961,7,339513
070962,7,951553
070963,7,595593
070964,7,953539
070965,7,151555
070966,7,353595
070967,7,513915
070968,7,131395
070969,7,939555
070970,7,531555
070971,7,555913
070972,7,551393
070973,7,339395
070974,7,333515
070975,7,955395
070976,7,535359
070977,7,551139
070978,7,535355
070979,7,591395
070980,7,139515
070981,7,511319
070982,7,319595
070983,7,559953
070984,7,595939
070985,7,533155
070986,7,393151
070987,7,355933
070988,7,533555
070989,7,595995
070990,7,591159
070991,7,153539
070992,7,599595
070993,7,953559
070994,7,535511
070995,7,955555
070996,7,955999
070997,7,311519
070998,7,953915
070999,7,555551
071000,7,315995
080001,8,5593551
080002,8,5159913
080003,8,1315951
080004,8,9555935
080005,8,1113395
080006,8,5553991
080007,8,5353531
080008,8,5119519
080009,8,9935155
080010,8,3551935
080011,8,3931155
080012,8,1953359
080013,8,1593595
080014,8,1595911
080015,8,1515535
080016,8,5539313
080017,8,3153535
080018,8,5999159
080019,8,3151999
080020,8,9913593
080021,8,5935159
080022,8,5191155
080023,8,5553515
080024,8,5555355
080025,8,5199515
080026,8,3315159
080027,8,5559119
080028,8,5155113
080029,8,9951513
080030,8,9935913
080031,8,5531595
080032,8,3351559
080033,8,1199335
080034,8,3559555
080035,8,1939915
080036,8,5315519
080037,8,9935555
080038,8,5535395
080039,8,5395955
080040,8,5951353
080041,8,5951355
080042,8,5959155
080043,8,5535991
080044,8,5311559
080045,8,3553535
080046,8,9933151
080047,8,9559955
080048,8,5995533
080049,8,3911399
080050,8,1915193
080051,8,1513195
080052,8,5513111
080053,8,9553911
080054,8,9513193
080055,8,3555559
080056,8,5351155
080057,8,5935551
080058,8,3555115
080059,8,1953935
080060,8,9315351
080061,8,9355335
080062,8,1535995
080063,8,9515151
080064,8,9515311
080065,8,3195155
080066,8,5155553
080067,8,3555555
080068,8,5395155
080069,8,9531913
080070,8,3133531
080071,8,5995195
080072,8,1333335
080073,8,5151555
080074,8,5513559
080075,8,5991359
080076,8,3351555
080077,8,1159559
080078,8,1595559
080079,8,5913395
080080,8,9353555
080081,8,9115119
080082,8,5355553
080083,8,5935533
080084,8,3595359
080085,8,3159113
080086,8,5911959
080087,8,1393535
080088,8,9319155
080089,8,1319515
080090,8,5395195
080091,8,9593551
080092,8,9593955
080093,8,3593539
080094,8,3955155
080095,8,5319555
080096,8,5159135
080097,8,5355955
080098,8,5353915
080099,8,9555535
080100,8,5953953
080101,8,9135331
080102,8,5591915
080103,8,1513993
080104,8,9139115
080105,8,3351199
080106,8,5551555
080107,8,5993193
080108,8,5599315
080109,8,9199391
080110,8,5353359
080111,8,9553111
080112,8,5155955
080113,8,9533399
080114,8,5133335
080115,8,3533311
080116,8,9595351
080117,8,9519559
080118,8,3155559
080119,8,9953131
080120,8,5395391
080121,8,5519199
080122,8,5931551
080123,8,9931113
080124,8,9395511
080125,8,1111535
080126,8,5551555
080127,8,9535951
080128,8,5931155
080129,8,5313555
080130,8,5155519
080131,8,5515399
080132,8,9955951
080133,8,9339533
080134,8,5915399
080135,8,3991533
080136,8,1515953
080137,8,5553955
080138,8,1195911
080139,8,9995131
080140,8,5551315
080141,8,5535593
080142,8,5991315
080143,8,5551513
080144,8,9135599
080145,8,3559593
080146,8,5195335
080147,8,1555113
080148,8,1553915
080149,8,1995115
080150,8,9551355
080151,8,3153159
080152,8,5913115
080153,8,1353599
080154,8,5151111
080155,8,5913915
080156,8,1515315
080157,8,3595155
080158,8,5555555
080159,8,9131535
080160,8,1951339
080161,8,1559599
080162,8,1953331
080163,8,5953135
080164,8,3933199
080165,8,9359955
080166,8,1919519
080167,8,1539955
080168,8,5533319
080169,8,5539559
080170,8,5195915
080171,8,9395153
080172,8,1595355
080173,8,1933591
080174,8,3155153
080175,8,5353911
080176,8,9555355
080177,8,5133155
080178,8,5555151
080179,8,5535531
080180,8,9355353
080181,8,5391555
080182,8,1151395
080183,8,5155595
080184,8,3355935
080185,8,1539559
080186,8,9315133
080187,8,3119953
080188,8,9199955
080189,8,5159319
080190,8,9515935
080191,8,5515913
